time	x	y	z	Vx	Vy	Vz
755152146.0000000000000000	-3180161.5450473614037037	-4029581.6472626319155097	-4357509.8276414331048727	1998.7572671471930335	4668.3325502514990148	-5773.5418645284753438
755152156.0000000000000000	-3159967.1308764936402440	-3982636.7054919032379985	-4414959.1491424357518554	2040.0811786877093255	4720.5531604865318513	-5716.1979775358886400
755152166.0000000000000000	-3139360.8181444560177624	-3935172.6481017083860934	-4471831.3107000757008791	2081.1360919511662360	4772.1545628709927769	-5658.1111509207948984
755152176.0000000000000000	-3118345.3233942179940641	-3887195.7003690921701491	-4528118.9213252104818821	2121.9167012237435301	4823.1301317321185707	-5599.2890815246346392
755152186.0000000000000000	-3096923.4160350412130356	-3838712.1534055322408676	-4583814.6674579745158553	2162.4177390670242858	4873.4733259792792524	-5539.7395581720093105
755152196.0000000000000000	-3075097.9179565543308854	-3789728.3633074443787336	-4638911.3138819113373756	2202.6339769507285382	4923.1776898365669695	-5479.4704605291199186
755152206.0000000000000000	-3052871.7031365414150059	-3740250.7502994309179485	-4693401.7046266505494714	2242.5602258776530107	4972.2368535610348772	-5418.4897579546641282
755152216.0000000000000000	-3030247.6972425184212625	-3690285.7978704194538295	-4747278.7638590540736914	2282.1913370007960111	5020.6445341466132959	-5356.8055083434655899
755152226.0000000000000000	-3007228.8772271783091128	-3639840.0519028343260288	-4800535.4967627702280879	2321.5222022326506703	5068.3945360137659009	-5294.4258569631110731
755152236.0000000000000000	-2983818.2709177820943296	-3588920.1197949429042637	-4853164.9904061127454042	2360.5477548466492408	5115.4807516849214153	-5231.3590352838718900
755152246.0000000000000000	-2960018.9565995759330690	-3537532.6695765173062682	-4905160.4145982125774026	2399.2629700707489064	5161.8971624457390135	-5167.6133598021660873
755152256.0000000000000000	-2935834.0625933092087507	-3485684.4290179535746574	-4956515.0227333707734942	2437.6628656731513729	5207.6378389922656424	-5103.1972308578388038
755152266.0000000000000000	-2911266.7668269369751215	-3433382.1847329931333661	-5007222.1526235518977046	2475.7425025401489620	5252.6969420640425597	-5038.1191314455081738
755152276.0000000000000000	-2886320.2964015835896134	-3380632.7812751773744822	-5057275.2273189676925540	2513.4969852460990296	5297.0687230632338469	-4972.3876260202378035
755152286.0000000000000000	-2860997.9271518439054489	-3327443.1202281867153943	-5106667.7559166857972741	2550.9214626155257974	5340.7475246598369267	-4906.0113592977841108
755152296.0000000000000000	-2835302.9832005035132170	-3273820.1592901917174459	-5155393.3343572169542313	2588.0111282773546009	5383.7277813830532978	-4838.9990550496686410
755152306.0000000000000000	-2809238.8365077571943402	-3219770.9113523634150624	-5203445.6462090257555246	2624.7612212112867383	5426.0040201988922490	-4771.3595148933072778
755152316.0000000000000000	-2782808.9064150019548833	-3165302.4435716723091900	-5250818.4634409220889211	2661.1670262863249263	5467.5708610740930453	-4703.1016170774473721
755152326.0000000000000000	-2756016.6591832838021219	-3110421.8764381203800440	-5297505.6471822820603848	2697.2238747914625492	5508.4230175264347054	-4634.2343152631356133
755152336.0000000000000000	-2728865.6075264764949679	-3055136.3828365332446992	-5343501.1484710592776537	2732.9271449585526170	5548.5552971615379647	-4564.7666373004476554
755152346.0000000000000000	-2701359.3101392718963325	-2999453.1871030554175377	-5388799.0089895408600569	2768.2722624773764437	5587.9626021962276354	-4494.7076840012005050
755152356.0000000000000000	-2673501.3712200578302145	-2943379.5640764767304063	-5433393.3617878127843142	2803.2547010029320518	5626.6399299685626829	-4424.0666279078759544
755152366.0000000000000000	-2645295.4399887607432902	-2886922.8381445240229368	-5477278.4319948954507709	2837.8699826549668614	5664.5823734346186029	-4352.8527120589515107
755152376.0000000000000000	-2616745.2101997337304056	-2830090.3822852536104620	-5520448.5375175178050995	2872.1136785097819484	5701.7851216521212336	-4281.0752487508671038
755152386.0000000000000000	-2587854.4196497644297779	-2772889.6171036693267524	-5562898.0897264927625656	2905.9814090843365193	5738.2434602510338664	-4208.7436182968149296
755152396.0000000000000000	-2558626.8496812782250345	-2715328.0098637025803328	-5604621.5941306650638580	2939.4688448126830735	5773.9527718911922420	-4135.8672677825634310
755152406.0000000000000000	-2529066.3246808187104762	-2657413.0735156778246164	-5645613.6510384064167738	2972.5717065147700851	5808.9085367070983921	-4062.4557098195009530
755152416.0000000000000000	-2499176.7115728752687573	-2599152.3657193966209888	-5685868.9562066234648228	3005.2857658576431277	5843.1063327399742775	-3988.5185212950959794
755152426.0000000000000000	-2468961.9193091383203864	-2540553.4878629609011114	-5725382.3014772646129131	3037.6068458090899185	5876.5418363571816371	-3914.0653421209472071
755152436.0000000000000000	-2438425.8983532544225454	-2481624.0840774681419134	-5764148.5754012884572148	3069.5308210837629304	5909.2108226591253697	-3839.1058739786121805
755152446.0000000000000000	-2407572.6401611589826643	-2422371.8402476976625621	-5802162.7638500863686204	3101.0536185818255035	5941.1091658737377657	-3763.6498790633804674
755152456.0000000000000000	-2376406.1766570578329265	-2362804.4830189142376184	-5839419.9506143294274807	3132.1712178201669303	5972.2328397386709185	-3687.7071788261632719
755152466.0000000000000000	-2344930.5797051354311407	-2302929.7787999110296369	-5875915.3179902266710997	3162.8796513562297150	6002.5779178713009969	-3611.2876527136586446
755152476.0000000000000000	-2313149.9605770609341562	-2242755.5327624115161598	-5911644.1473531797528267	3193.1750052045003940	6032.1405741266653422	-3534.4012369069514534
755152486.0000000000000000	-2281068.4694153647869825	-2182289.5878369552083313	-5946601.8197188097983599	3223.0534192457125755	6060.9170829434451662	-3457.0579230586990889
755152496.0000000000000000	-2248690.2946927617304027	-2121539.8237053784541786	-5980783.8162913573905826	3252.5110876288135842	6088.9038196781148145	-3379.2677570290470612
755152506.0000000000000000	-2216019.6626674872823060	-2060514.1557900160551071	-6014185.7189994296059012	3281.5442591657492812	6116.0972609273730995	-3301.0408376204172782
755152516.0000000000000000	-2183060.8368347249925137	-1999220.5342397347558290	-6046803.2110190941020846	3310.1492377191216292	6142.4939848389803956	-3222.3873153113027001
755152526.0000000000000000	-2149818.1173741901293397	-1937666.9429129159543663	-6078632.0772843044251204	3338.3223825827744804	6168.0906714111142719	-3143.3173909891947915
755152536.0000000000000000	-2116295.8405939438380301	-1875861.3983575026504695	-6109668.2049846518784761	3366.0601088553671616	6192.8841027803709949	-3063.8413146827701894
755152546.0000000000000000	-2082498.3783705059904605	-1813811.9487882221583277	-6139907.5840504365041852	3393.3588878069922430	6216.8711634985302226	-2983.9693842934539134
755152556.0000000000000000	-2048430.1375853368081152	-1751526.6730610963422805	-6169346.3076250478625298	3420.2152472388993374	6240.0488407982038552	-2903.7119443264668917
755152566.0000000000000000	-2014095.5595577550120652	-1689013.6796453513670713	-6197980.5725246574729681	3446.6257718363876847	6262.4142248474918233	-2823.0793846214673977
755152576.0000000000000000	-1979499.1194743609521538	-1626281.1055928345303982	-6225806.6796852173283696	3472.5871035149252748	6283.9645089937612283	-2742.0821390828855328
755152586.0000000000000000	-1944645.3258150327019393	-1563337.1155050476081669	-6252821.0345967551693320	3498.0959417595627201	6304.6969899966743469	-2660.7306844100412491
755152596.0000000000000000	-1909538.7197755605448037	-1500189.9004979038145393	-6279020.1477249739691615	3523.1490439577009965	6324.6090682505819132	-2579.0355388271404991
755152606.0000000000000000	-1874183.8746869869064540	-1436847.6771643115207553	-6304400.6349201537668705	3547.7432257252817180	6343.6982479964026425	-2497.0072608132231835
755152616.0000000000000000	-1838585.3954317178577185	-1373318.6865346939302981	-6328959.2178133446723223	3571.8753612264617914	6361.9621375231054117	-2414.6564478321474780
755152626.0000000000000000	-1802747.9178564688190818	-1309611.1930355427321047	-6352692.7241998696699739	3595.5423834868379345	6379.3984493589150588	-2331.9937350626732950
755152636.0000000000000000	-1766676.1081821108236909	-1245733.4834461130667478	-6375598.0884101232513785	3618.7412847002919989	6396.0050004523527605	-2249.0297941287149115
755152646.0000000000000000	-1730374.6624104797374457	-1181693.8658533561974764	-6397672.3516676733270288	3641.4691165295130304	6411.7797123432301305	-2165.7753318298168779
755152656.0000000000000000	-1693848.3057282122317702	-1117500.6686051941942424	-6418912.6624346747994423	3663.7229904002733747	6426.7206113237116369	-2082.2410888719077775
755152666.0000000000000000	-1657101.7919076683465391	-1053162.2392622313927859	-6439316.2767445854842663	3685.5000777895152169	6440.8258285895481094	-1998.4378385983779935
755152676.0000000000000000	-1620139.9027050058357418	-988686.9435480026295409	-6458880.5585221983492374	3706.7976105073194049	6454.0936003816032098	-1914.3763857215219559
755152686.0000000000000000	-1582967.4472554638050497	-924083.1642978551099077	-6477602.9798909910023212	3727.6128809728188571	6466.5222681177683626	-1830.0675650543796564
755152696.0000000000000000	-1545589.2614659175742418	-859359.3004065580898896	-6495481.1214677905663848	3747.9432424841220381	6478.1102785153825607	-1745.5222402430063084
755152706.0000000000000000	-1508010.2074047636706382	-794523.7657747352495790	-6512512.6726447707042098	3767.7861094823128951	6488.8561837042498155	-1660.7513024991942530
755152716.0000000000000000	-1470235.1726891954895109	-729584.9882542140549049	-6528695.4318587733432651	3787.1389578095850084	6498.7586413303606605	-1575.7656693336643912
755152726.0000000000000000	-1432269.0698699248023331	-664551.4085923832608387	-6544027.3068479644134641	3805.9993249615799868	6507.8164146504113887	-1490.5762832897401040
755152736.0000000000000000	-1394116.8358134098816663	-599431.4793756516883150	-6558506.3148958329111338	3824.3648103339864974	6516.0283726172183378	-1405.1941106775095705
755152746.0000000000000000	-1355783.4310816456563771	-534233.6639720972161740	-6572130.5830625286325812	3842.2330754634622281	6523.3934899561127168	-1319.6301403084787580
755152756.0000000000000000	-1317273.8393095729406923	-468966.4354733970249072	-6584898.3484035544097424	3859.6018442629379024	6529.9108472324096510	-1233.8953822307121300
755152766.0000000000000000	-1278593.0665801623836160	-403638.2756361273350194	-6596807.9581758072599769	3876.4689032513588245	6535.5796309100296639	-1148.0008664644499277
755152776.0000000000000000	-1239746.1407972283195704	-338257.6738225208246149	-6607857.8700309814885259	3892.8321017779253452	6540.3991334013553569	-1061.9576417381924784
755152786.0000000000000000	-1200738.1110560279339552	-272833.1259407688048668	-6618046.6521963328123093	3908.6893522408795434	6544.3687531083978683	-975.7767742252283369
755152796.0000000000000000	-1161574.0470116997603327	-207373.1333849551738240	-6627372.9836428109556437	3924.0386303008945106	6547.4879944553467794	-889.4693462805878426
755152806.0000000000000000	-1122259.0382455941289663	-141886.2019747075100895	-6635835.6542405625805259	3938.8779750891185358	6549.7564679125671319	-803.0464551783907154
755152816.0000000000000000	-1082798.1936295502819121	-76380.8408946507115616	-6643433.5649018129333854	3953.2054894099169360	6551.1738900121090410	-716.5192118495594968
755152826.0000000000000000	-1043196.6406881732400507	-10865.5616337477840716	-6650165.7277111206203699	3967.0193399383606447	6551.7400833547881120	-629.8987396198604074
755152836.0000000000000000	-1003459.5249591601314023	54651.1230753883282887	-6656031.2660430204123259	3980.3177574125061255	6551.4549766088857723	-543.1961729482330838
755152846.0000000000000000	-963592.0093517308123410	120160.7003171282121912	-6661029.4146670456975698	3993.0990368205038976	6550.3186045005259075	-456.4226561653669592
755152856.0000000000000000	-923599.2735032128402963	185654.6580533216765616	-6665159.5198401398956776	4005.3615375825766023	6548.3311077957632733	-369.5893422124759127
755152866.0000000000000000	-883486.5131338320206851	251124.4861835732008331	-6668421.0393864568322897	4017.1036837279011706	6545.4927332744227897	-282.7073913802228162
755152876.0000000000000000	-843258.9393997597508132	316561.6776052145287395	-6670813.5427645510062575	4028.3239640664251056	6541.8038336957279171	-195.7879700477406857
755152886.0000000000000000	-802921.7782444669865072	381957.7292728926404379	-6672336.7111219549551606	4039.0209323556500749	6537.2648677557372139	-108.8422494216957830
755152896.0000000000000000	-762480.2697484358213842	447304.1432576914085075	-6672990.3373371530324221	4049.1932074624055531	6531.8764000366136315	-21.8814042753346456
755152906.0000000000000000	-721939.6674772779224440	512592.4278057048795745	-6672774.3260489404201508	4058.8394735196357033	6525.6391009477465559	65.0833883125443009
755152916.0000000000000000	-681305.2378283103462309	577814.0983959812438115	-6671688.6936731729656458	4067.9584800782195089	6518.5537466587293238	152.0409502187561088
755152926.0000000000000000	-640582.2593756377464160	642960.6787977558560669	-6669733.5684069050475955	4076.5490422538391613	6510.6212190242003999	238.9801035370944078
755152936.0000000000000000	-599776.0222137904493138	708023.7021268920507282	-6666909.1902199108153582	4084.6100408689076176	6501.8425055005454851	325.8896718399601582
755152946.0000000000000000	-558891.8272999682230875	772994.7119014479685575	-6663215.9108335906639695	4092.1404225895676063	6492.2186990544514629	412.7584814403190876
755152956.0000000000000000	-517934.9857949381694198	837865.2630962887778878	-6658654.1936872517690063	4099.1392000577607178	6481.7509980633003579	499.5753626540530377
755152966.0000000000000000	-476910.8184026374365203	902626.9231966610532254	-6653224.6138917664065957	4105.6054520183706700	6470.4407062073823909	586.3291510627706202
755152976.0000000000000000	-435824.6547085281927139	967271.2732506489846855	-6646927.8581705987453461	4111.5383234414384788	6458.2892323539008430	673.0086887771431066
755152986.0000000000000000	-394681.8325167556758970	1031789.9089204291813076	-6639764.7247881954535842	4116.9370256394386161	6445.2980904327396274	759.6028257008297260
755152996.0000000000000000	-353487.6971861582132988	1096174.4415322416462004	-6631736.1234657317399979	4121.8008363796088815	6431.4688993039490015	846.1004207950567206
755153006.0000000000000000	-312247.6009651784552261	1160416.4991249947343022	-6622843.0752842109650373	4126.1290999913135238	6416.8033826169175882	932.4903433439131959
755153016.0000000000000000	-270966.9023257260560058	1224507.7274974188767374	-6613086.7125749075785279	4129.9212274684268777	6401.3033686611652229	1018.7614742204249296
755153026.0000000000000000	-229650.9652960416860878	1288439.7912536871153861	-6602468.2787971412763000	4133.1766965667047771	6384.9707902087111506	1104.9027071534653714
755153036.0000000000000000	-188305.1587926120264456	1352204.3748474167659879	-6590989.1284033833071589	4135.8950518961246416	6367.8076843479539093	1190.9029499955613574
755153046.0000000000000000	-146934.8559511872590519	1415793.1836239667609334	-6578650.7266916735097766	4138.0759050081578607	6349.8161923089928678	1276.7511259916482231
755153056.0000000000000000	-105545.4334569508500863	1479197.9448609452228993	-6565454.6496453499421477	4139.7189344779371822	6330.9985592803186591	1362.4361750488255893
755153066.0000000000000000	-64142.2708738934743451	1542410.4088068408891559	-6551402.5837600762024522	4140.8238859812809096	6311.3571342167942930	1447.9470550071623620
755153076.0000000000000000	-22730.7499734427619842	1605422.3497176896780729	-6536496.3258581496775150	4141.3905723665329788	6290.8943696388441822	1533.2727429115952873
755153086.0000000000000000	18683.7459375994440052	1668225.5668916895519942	-6520737.7828900916501880	4141.4188737211570697	6269.6128214227574063	1618.4022362849634646
755153096.0000000000000000	60095.8326897591978195	1730811.8857016738038510	-6504128.9717234950512648	4140.9087374330529201	6247.5151485820151720	1703.3245544022133799
755153106.0000000000000000	101500.1259241791849490	1793173.1586253507994115	-6486672.0189191298559308	4139.8601782465157157	6224.6041130395387881	1788.0287395658062906
755153116.0000000000000000	142891.2417664399254136	1855301.2662732221651822	-6468369.1604942847043276	4138.2732783127976290	6200.8825793907562911	1872.5038583823575209
755153126.0000000000000000	184263.7975008594512474	1917188.1184140844270587	-6449222.7416733382269740	4136.1481872351932907	6176.3535146573776728	1956.7390030405256311
755153136.0000000000000000	225612.4122452159936074	1978825.6549980212002993	-6429235.2166255423799157	4133.4851221085891666	6151.0199880317677525	2040.7232925901694216
755153146.0000000000000000	266931.7076258384622633	2040205.8471767923329026	-6408409.1481900103390217	4130.2843675533986243	6124.8851706117911817	2124.4458742227839139
755153156.0000000000000000	308216.3084530075429939	2101320.6983215226791799	-6386747.2075878903269768	4126.5462757438162953	6097.9523351260195341	2207.8959245532169007
755153166.0000000000000000	349460.8433966109296307	2162162.2450375952757895	-6364252.1741217225790024	4122.2712664302998746	6070.2248556491667841	2291.0626509026651547
755153176.0000000000000000	390659.9456619939883240	2222722.5581766478717327	-6340926.9348619515076280	4117.4598269562120549	6041.7062073076267552	2373.9352925829416563
755153186.0000000000000000	431808.2536659473553300	2282993.7438455764204264	-6316774.4843205949291587	4112.1125122685234601	6012.3999659749833882	2456.5031221819945131
755153196.0000000000000000	472900.4117127715144306	2342967.9444124409928918	-6291797.9241120498627424	4106.2299449224974524	5982.3098079573555879	2538.7554468506605190
755153206.0000000000000000	513931.0706703575560823	2402637.3395091770216823	-6266000.4626010237261653	4099.8128150802613163	5951.4395096684393138	2620.6816095906151531
755153216.0000000000000000	554894.8886462230002508	2461994.1470310008153319	-6239385.4145375825464725	4092.8618805031687771	5919.7929472941132190	2702.2709905434867323
755153226.0000000000000000	595786.5316634397022426	2521030.6241324115544558	-6211956.2006793003529310	4085.3779665378597201	5887.3740964464559511	2783.5130082810856038
755153236.0000000000000000	636600.6743363901041448	2579739.0682196784764528	-6183716.3474005032330751	4077.3619660959152498	5854.1870318070423309	2864.3971210966947183
755153246.0000000000000000	677332.0005462880944833	2638111.8179397070780396	-6154669.4862885922193527	4068.8148396270066769	5820.2359267593674303	2944.9128282973588284
755153256.0000000000000000	717975.2041163981193677	2696141.2541651744395494	-6124819.3537274412810802	4059.7376150854365733	5785.5250530102539415	3025.0496714971045549
755153266.0000000000000000	758524.9894868861883879	2753819.8009758228436112	-6094169.7904678564518690	4050.1313878899627525	5750.0587802000936790	3104.7972359110081015
755153276.0000000000000000	798976.0723892352543771	2811139.9266358008608222	-6062724.7411850951611996	4039.9973208768010409	5713.8415755017849733	3184.1451516500260368
755153286.0000000000000000	839323.1805201559327543	2868094.1445669340901077	-6030488.2540234262123704	4029.3366442456949699	5676.8780032082067919	3263.0830950164922797
755153296.0000000000000000	879561.0542149228276685	2924675.0143178142607212	-5997464.4801277387887239	4018.1506554989437063	5639.1727243080922563	3341.6007898001753347
755153306.0000000000000000	919684.4471200654515997	2980875.1425285888835788	-5963657.6731621855869889	4006.4407193732740780	5600.7304960501487585	3419.6880085747843623
755153316.0000000000000000	959688.1268653415609151	3036687.1838913313113153	-5929072.1888158582150936	3994.2082677644493742	5561.5561714952846160	3497.3345739947985749
755153326.0000000000000000	999566.8757349201478064	3092103.8421058743260801	-5893712.4842954967170954	3981.4547996444939599	5521.6546990567894682	3574.5303600924935381
755153336.0000000000000000	1039315.4913376986514777	3147117.8708309838548303	-5857583.1178052239120007	3968.1818809714277450	5481.0311220283383591	3651.2652935750174947
755153346.0000000000000000	1078928.7872766798827797	3201722.0746307522058487	-5820688.7480133138597012	3954.3911445913890930	5439.6905780996648900	3727.5293551213744649
755153356.0000000000000000	1118401.5938173322938383	3255909.3099160837009549	-5783034.1335059860721231	3940.0842901330383938	5397.6382988597715666	3803.3125806791554169
755153366.0000000000000000	1157728.7585548539645970	3309672.4858811520971358	-5744624.1322282403707504	3925.2630838941217917	5354.8796092875427348	3878.6050627608483410
755153376.0000000000000000	1196905.1470802635885775	3363004.5654346998780966	-5705463.7009117295965552	3909.9293587200877482	5311.4199272296236813	3953.3969517395562434
755153386.0000000000000000	1235925.6436452365014702	3415898.5661260504275560	-5665557.8944896738976240	3894.0850138746372977	5267.2647628654312939	4027.6784571439347928
755153396.0000000000000000	1274785.1518256068229675	3468347.5610657073557377	-5624911.8654988398775458	3877.7320149020983990	5222.4197181591789558	4101.4398489521627198
755153406.0000000000000000	1313478.5951834500301629	3520344.6798404082655907	-5583530.8634685752913356	3860.8723934815120629	5176.8904862987837987	4174.6714588847407867
755153416.0000000000000000	1352000.9179276668000966	3571883.1094225011765957	-5541420.2342969309538603	3843.5082472723206592	5130.6828511215408071	4247.3636816959115095
755153426.0000000000000000	1390347.0855729787144810	3622956.0950735099613667	-5498585.4196138717234135	3825.6417397515479024	5083.8026865264491789	4319.5069764634845342
755153436.0000000000000000	1428512.0855972552672029	3673556.9412417593412101	-5455031.9561315979808569	3807.2751000423636469	5036.2559558730754361	4391.0918678768421159
755153446.0000000000000000	1466490.9280970813706517	3723679.0124539155513048	-5410765.4749819999560714	3788.4106227339266297	4988.0487113668568782	4462.1089475228900483
755153456.0000000000000000	1504278.6464414794463664	3773315.7342003169469535	-5365791.7010412607342005	3769.0506676924042040	4939.1870934307362404	4532.5488751697203043
755153466.0000000000000000	1541870.2979236980900168	3822460.5938139487989247	-5320116.4522416386753321	3749.1976598630644730	4889.6773300630356971	4602.4023800477316399
755153476.0000000000000000	1579260.9644109753426164	3871107.1413429286330938	-5273745.6388704488053918	3728.8540890633430536	4839.5257361814783508	4671.6602621279607774
755153486.0000000000000000	1616445.7529921883251518	3919248.9904163638129830	-5226685.2628562767058611	3708.0225097667871523	4788.7387129532789913	4740.3133933973540479
755153496.0000000000000000	1653419.7966232951730490	3966879.8191034365445375	-5178941.4170424584299326	3686.7055408777823686	4737.3227471112186322	4808.3527191307221074
755153506.0000000000000000	1690178.2547704786993563	4013993.3707655826583505	-5130520.2844478562474251	3664.9058654969744566	4685.2844102556355210	4875.7692591590976008
755153516.0000000000000000	1726716.3140508970245719	4060583.4549016170203686	-5081428.1375149702653289	3642.6262306772910051	4632.6303581422662319	4942.5541091342192885
755153526.0000000000000000	1763029.1888708167243749	4106643.9479852556250989	-5031671.3373456057161093	3619.8694471074036301	4579.3673297544728484	5008.6984417015573854
755153536.0000000000000000	1799112.1220599259249866	4152168.7942913407459855	-4981256.3329256745055318	3596.6383888425953046	4525.5021465430963872	5074.1935077477592131
755153546.0000000000000000	1834960.3855065659154207	4197152.0067260842770338	-4930189.6603324795141816	3572.9359934218477974	4471.0417129159004617	5139.0306381911650533
755153556.0000000000000000	1870569.2807881259359419	4241587.6676430962979794	-4878477.9419323699548841	3548.7652610837249085	4415.9930138663485195	5203.2012445334894437
755153566.0000000000000000	1905934.1397975005675107	4285469.9296482577919960	-4826127.8855674341320992	3524.1292546483082333	4360.3631147457826955	5266.6968203414371601
755153576.0000000000000000	1941050.3253674739971757	4328793.0163995465263724	-4773146.2837285697460175	3499.0310992222744062	4304.1591604879949955	5329.5089424915595373
755153586.0000000000000000	1975913.2318920341785997	4371551.2233988102525473	-4719540.0127162355929613	3473.4739818869652481	4247.3883747967520321	5391.6292723993165055
755153596.0000000000000000	2010518.2859445193316787	4413738.9187753451988101	-4665316.0317889451980591	3447.4611513764857591	4190.0580593188860803	5453.0495572418376469
755153606.0000000000000000	2044860.9468924934044480	4455350.5440611317753792	-4610481.3822995619848371	3420.9959177457731130	4132.1755928029606366	5513.7616311740648598
755153616.0000000000000000	2078936.7075092527084053	4496380.6149575849995017	-4555043.1868194695562124	3394.0816520285879960	4073.7484302435100290	5573.7574165379473925
755153626.0000000000000000	2112741.0945818629115820	4536823.7220936762169003	-4499008.6482506850734353	3366.7217858853778125	4014.7841020108685370	5633.0289250643591004
755153636.0000000000000000	2146269.6695156218484044	4576674.5317752771079540	-4442385.0489259930327535	3338.9198112409781061	3955.2902129666090332	5691.5682590674177845
755153646.0000000000000000	2179518.0289348498918116	4615927.7867255946621299	-4385179.7496971748769283	3310.6792799121071766	3895.2744415646161542	5749.3676126308591847
755153656.0000000000000000	2212481.8052799035795033	4654578.3068165341392159	-4327400.1890114126726985	3282.0038032246270632	3834.7445389378367508	5806.4192727861500316
755153666.0000000000000000	2245156.6674003107473254	4692620.9897908689454198	-4269053.8819759599864483	3252.8970516205404238	3773.7083279707426300	5862.7156206819854560
755153676.0000000000000000	2277538.3211439233273268	4730050.8119750553742051	-4210148.4194111572578549	3223.3627542547023950	3712.1737023575633430	5918.2491327448469747
755153686.0000000000000000	2309622.5099419872276485	4766862.8289825646206737	-4150691.4668918903917074	3193.4046985812251478	3650.1486256463431346	5973.0123818302790824
755153696.0000000000000000	2341405.0153900245204568	4803052.1764075811952353	-4090690.7637775833718479	3163.0267299295669545	3587.6411302688907199	6026.9980383645442998
755153706.0000000000000000	2372881.6578244222328067	4838614.0705089308321476	-4030154.1222308240830898	3132.2327510702930340	3524.6593165566941934	6080.1988714763165262
755153716.0000000000000000	2404048.2968946318142116	4873543.8088841009885073	-3969089.4262247248552740	3101.0267217705036273	3461.2113517428815612	6132.6077501180780018
755153726.0000000000000000	2434900.8321308661252260	4907836.7711332077160478	-3907504.6305391215719283	3069.4126583389338521	3397.3054689503164809	6184.2176441768788209
755153736.0000000000000000	2465435.2035072003491223	4941488.4195127766579390	-3845407.7597457198426127	3037.3946331607257889	3332.9499661659256162	6235.0216255741161149
755153746.0000000000000000	2495647.3919999655336142	4974494.2995791984722018	-3782806.9071822990663350	3004.9767742218887179	3268.1532052013581051	6285.0128693540027598
755153756.0000000000000000	2525533.4201413369737566	5006850.0408217208459973	-3719710.2339160908013582	2972.1632646234561435	3202.9236106400894641	6334.1846547603790896
755153766.0000000000000000	2555089.3525680126622319	5038551.3572848495095968	-3656125.9676964487880468	2938.9583420853655298	3137.2696687710872538	6382.5303663015429265
755153776.0000000000000000	2584311.2965648788958788	5069594.0481800138950348	-3592062.4018969302996993	2905.3662984400807545	3071.1999265091612870	6430.0434948027523205
755153786.0000000000000000	2613195.4026035610586405	5099973.9984863717108965	-3527527.8944469173438847	2871.3914791159891138	3004.7229903021307109	6476.7176384460744885
755153796.0000000000000000	2641737.8648757576011121	5129687.1795406229794025	-3462530.8667529025115073	2837.0382826106056200	2937.8475250249457531	6522.5465037972498976
755153806.0000000000000000	2669934.9218212538398802	5158729.6496156957000494	-3397079.8026095749810338	2802.3111599536255198	2870.5822528609114670	6567.5239068192404375
755153816.0000000000000000	2697782.8566505177877843	5187097.5544881829991937	-3331183.2471008352003992	2767.2146141598641407	2802.9359521701580888	6611.6437738721342612
755153826.0000000000000000	2725277.9978617751039565	5214787.1279944023117423	-3264849.8054908835329115	2731.7531996721359064	2734.9174563455253519	6654.9001426990889740
755153836.0000000000000000	2752416.7197524597868323	5241794.6925749490037560	-3198088.1421055183745921	2695.9315217941234550	2666.5356526560162820	6697.2871633979821127
755153846.0000000000000000	2779195.4429249465465546	5268116.6598076242953539	-3130906.9792037922888994	2659.7542361132937003	2597.7994810779973704	6738.7990993784596867
755153856.0000000000000000	2805610.6347864624112844	5293749.5309286136180162	-3063315.0958401709794998	2623.2260479139240488	2528.7179331143202035	6779.4303283040626411
755153866.0000000000000000	2831658.8100430788472295	5318689.8973417999222875	-2995321.3267173459753394	2586.3517115803010711	2459.3000506015446263	6819.1753430191165535
755153876.0000000000000000	2857336.5311876866035163	5342934.4411160852760077	-2926934.5610298588871956	2549.1360299901671169	2389.5549245054562562	6858.0287524600807956
755153886.0000000000000000	2882640.4089818573556840	5366479.9354706145823002	-2858163.7412986867129803	2511.5838538984844490	2319.4916937050729757	6895.9852825510506591
755153896.0000000000000000	2907567.1029314948245883	5389323.2452477794140577	-2789017.8621969576925039	2473.7000813115992059	2249.1195437653364024	6933.0397770831041271
755153906.0000000000000000	2932113.3217561803758144	5411461.3273738948628306	-2719505.9693669513799250	2435.4896568518875029	2178.4477056986997923	6969.1871985772031621
755153916.0000000000000000	2956275.8238521157763898	5432891.2313074376434088	-2649637.1582285556942225	2396.9575711129723459	2107.4854547158229252	7004.4226291303530161
755153926.0000000000000000	2980051.4177485746331513	5453610.0994747355580330	-2579420.5727793467231095	2358.1088600055982170	2036.2421089655865671	7038.7412712447257945
755153936.0000000000000000	3003436.9625577619299293	5473615.1676930077373981	-2508865.4043864626437426	2318.9486040942674663	1964.7270282646561554	7072.1384486394672422
755153946.0000000000000000	3026429.3684179992415011	5492903.7655806476250291	-2437980.8905704491771758	2279.4819279247290069	1892.9496128168166251	7104.6096070449020772
755153956.0000000000000000	3049025.5969301359727979	5511473.3169546471908689	-2366776.3137812502682209	2239.7139993424302702	1820.9193019223141619	7136.1503149788613882
755153966.0000000000000000	3071222.6615871000103652	5529321.3402150701731443	-2295261.0001665279269218	2199.6500288020361040	1748.6455726774408959	7166.7562645048574268
755153976.0000000000000000	3093017.6281965030357242	5546445.4487164672464132	-2223444.3183324900455773	2159.2952686681269370	1676.1379386646071907	7196.4232719718438602
